Start	End	Chromosome	Symbol
88927057	88931339	2	AC062029.1
181803557	181804025	2	AC104076.2
149912891	149913799	6	RP1-12G14.7
46231081	46231448	2	AC017078.1
235260502	235260727	1	RP4-597N16.1
217658212	217658323	2	RNA5SP120
125847126	125869758	8	RP11-1082L8.3
130374544	130457460	9	STXBP1
137136882	137146440	5	NPY6R
181844154	181844817	2	AC104076.3
99990256	100016849	6	CCNC
72700119	72767509	15	RP11-1007O24.3
178060643	178063119	1	RASAL2-AS1
217664331	217670058	2	AC007563.3
128761353	128765195	4	RP11-50D9.3
144456138	144521970	1	RP11-640M9.1
18837129	18837282	8	SNORA62
149915220	149915679	6	RPS18P9
138479848	138483821	9	RP11-98L5.4
46305154	46305967	2	AC017006.2
217670460	217670852	2	FABP5P14
181940778	181970695	2	AC068196.1
18846789	18858462	8	RP11-420B22.1
128813146	128813237	4	RNU6-583P
235267495	235267924	1	RP4-597N16.4
46393928	46395117	2	AC017006.3
5375836	5376949	5	ALG3P1
128990169	128990767	4	RP11-214O14.1
11870545	11873043	8	RP11-481A20.11
235291118	235291252	1	SNORA14B
217719112	217719855	2	AC007557.4
106672219	106672309	X	AL035088.1
178163477	178163844	1	RP11-21M7.2
128256863	128257474	3	TMED10P2
149915761	149915895	6	SNORA2
46483999	46484316	2	AC016696.1
125860979	125966570	8	LINC00964
149952573	149952685	6	Y_RNA
235333435	235334206	1	ARID4B-IT1
18859137	18859460	8	RP11-420B22.2
30206078	30210056	6	TRIM26BP
178380751	178381107	1	RP4-765C7.2
72742998	72743815	15	RP11-1007O24.4
150115899	150116882	6	RP11-350J20.4
106756213	106789051	X	FRMPD3-AS1
35519069	35524872	1	RP11-248I9.2
20100935	20212670	6	MBOAT1
235353349	235353431	1	MIR4753
72757469	72758603	15	RP11-1007O24.2
91378414	91815133	5	RP11-348J24.2
128393578	128395848	3	POU5F1P6
147830063	148058683	6	SAMD5
31957379	32033845	HSCHR6_MHC_COX	TNXB
235459180	235459650	1	RPL23AP23
11921898	11929256	8	DEFB130
129076544	129077359	4	FOSL1P1
178449742	178450341	1	RP4-593C16.3
143013219	143049176	7	CLCN1
18942502	19116979	8	RP11-1080G15.1
124895478	124897257	10	HMX3
150117711	150119308	6	RP11-350J20.5
44753051	44765846	5	RP11-53O19.2
39424224	39437653	8	CTD-2024D23.1
178465031	178468769	1	LINC00083
72879558	72879654	15	MIR630
181966659	182264286	2	AC104820.2
150173598	150174328	6	RP11-350J20.12
5395491	5396070	5	RP11-531A21.3
46619436	46621306	2	AC016912.3
178530048	178530164	1	RNA5SP69
235472935	235473313	1	AL391994.1
72882032	72884186	15	RP11-1006G14.4
138506142	138507354	9	RP11-98L5.5
129213906	129440549	4	RP11-420A23.1
21750782	22853731	5	CDH12
178620841	178621417	1	RP5-1098D14.1
57145945	57181574	12	HSD17B6
84437774	84446244	6	RP3-393K13.1
235500121	235500402	1	RP11-382D8.3
150183733	150240643	6	RP11-244K5.8
128433414	128433548	3	SNORA24
72897524	72904667	15	RP11-361M10.3
128467381	128468332	3	MARK2P8
30227361	30260791	6	HLA-L
7825177	7833121	17	KCNAB3
11961898	11973025	8	ZNF705D
178646884	178646969	1	MIR4424
35587623	35588085	1	EFCAB14P1
84693447	84717042	6	RP4-676J13.2
3136144	3136301	16	RNU1-22P
23140847	23145322	7	KLHL7-AS1
39613601	39613707	8	AC136365.1
5396085	5396448	5	RP11-531A21.4
9431335	9687780	X	TBL1X
44826178	44828694	5	RP11-53O19.3
178693441	178695420	1	RP11-428K3.1
235524468	235525855	1	RP11-382D8.5
107137827	107179210	X	RP6-191P20.4
35661570	35661663	1	Y_RNA
128483309	128483861	3	FTH1P4
150201098	150202708	6	CCT7P1
3156765	3159577	16	RP11-473M20.11
39717738	39718044	8	KB-1582A10.1
35729823	35730083	1	RN7SL136P
24311400	24312062	22	KB-226F1.2
30248086	30284424	HSCHR6_MHC_QBL	HCG18
178715818	178716889	1	PTPN2P1
35757801	35758099	1	RN7SL503P
72900828	72929260	15	RP11-1006G14.2
107144375	107144476	X	Y_RNA
138799658	138805359	9	RP11-432J22.2
24319095	24319776	22	AP000351.3
35775875	35776026	1	SNORA62
124907638	124910188	10	HMX2
235582830	235590298	1	TBCE-AS1
3160461	3165599	16	ZNF205-AS1
134314179	134328610	X	RP13-565O16.2
107182493	107182872	X	RP6-191P20.3
35816323	35817208	1	RPL5P4
46675365	46675650	2	RN7SL817P
37379314	37753537	5	WDR70
150205567	150240644	6	RAET1E-AS1
182170320	182170379	2	MIR4437
24329511	24333615	22	AP000351.4
46726870	46728417	2	RP11-417F21.2
72904161	72904401	15	RN7SL485P
5396590	5397081	5	RP11-531A21.2
84732774	84734272	6	RP11-51G5.1
235596300	235596546	1	RPS21P1
182286881	182290476	2	AC020595.1
52853316	52858317	X	RP13-77O11.11
128503990	128504288	3	RN7SL698P
23168797	23169460	7	AK3P3
108439519	108443347	2	RGPD4-AS1
45035301	45098749	5	RP11-357F12.1
72908151	72910591	15	RP11-1006G14.1
39724955	39725331	8	KB-1582A10.2
75440983	75452674	7	CCL24
128517684	128518044	3	RPS15AP16
182547840	182550434	2	AC013733.3
35824423	35831678	1	ZMYM4-AS1
46795395	46807377	2	RP11-417F21.1
138999654	139001270	9	RP11-83N9.5
107626628	107627223	X	RP6-149D17.1
129473745	129474571	4	RP11-130C6.1
150225379	150227554	6	RP11-350J20.9
24340828	24347258	22	GSTTP1
128562407	128563247	3	RP11-221E20.5
85130746	85265870	6	RP1-90L14.1
178722789	178722907	1	SNORA63
182555107	182558142	2	AC013733.4
57876192	57877133	11	OR9I3P
235683269	235683983	1	RP4-534P7.2
45558021	45560088	5	RP11-484L7.1
125932670	125934318	8	RP11-1082L8.1
134335662	134349163	X	RP13-210D15.1
129489127	129491686	4	RP11-184M15.1
157802165	158099178	6	ZDHHC14
128567516	128568242	3	RP11-221E20.4
72931162	72932466	15	RP11-1006G14.3
179004444	179004787	1	RP11-177A2.5
23245632	23247664	7	AC005082.12
47004922	47007384	2	RP11-333I13.1
235700820	235701341	1	MTND6P14
35893417	35893494	1	RNY5P1
103113820	103317078	10	BTRC
128570955	128571851	3	MARK2P6
57911967	57912869	11	OR9I2P
150255663	150257918	6	RP11-244K5.6
70037140	70093256	12	BEST3
45574692	45576714	5	RP11-484L7.2
23405237	23405595	7	AC021876.4
129504154	129522562	4	RP11-184M15.2
35975343	35977039	1	RP4-728D4.3
47079159	47080635	2	AC016722.3
39761294	39852767	8	RP11-44K6.3
128578559	128579369	3	RP11-723O4.9
6019142	6022396	5	CTC-471C19.1
134340492	134340577	X	AL590282.1
235701352	235703145	1	MTND5P19
85139302	85140520	6	SMARCE1P2
139141824	139143051	9	WI2-1959D15.1
23436065	23436135	7	SNORD65
179106899	179107069	1	RP11-345I18.1
29624680	29640072	HSCHR6_MHC_QBL	MOG
150272969	150273375	6	RP11-244K5.7
52861754	52862949	X	EIF4A2P4
129677181	129677284	4	snoU13
134370740	134371295	X	RP13-210D15.6
45890318	45896072	5	CTD-2013M15.1
23490277	23490341	7	RNU7-143P
150298607	150300241	6	RP11-472G23.3
85399010	85399147	6	RP11-132M7.2
23520372	23520578	7	AC079780.3
47126414	47135817	2	AC016722.4
179152869	179153682	1	SETP10
130054261	130055253	4	RP11-392L5.2
11994677	11996586	8	USP17L2
18949243	18972534	8	RP11-1080G15.2
235703353	235704715	1	MTND4P10
106544738	106889250	11	GUCY1A2
57938570	57939193	11	OR5BL1P
72956896	72957171	15	RN7SL853P
3166043	3184883	16	RP11-473M20.14
89065324	89106126	2	ANKRD36BP2
46252659	46501796	1	MAST2
77168731	77169084	10	RP11-399K21.13
72974607	72975245	15	RP11-361M10.4
85399143	85419252	6	RP11-132M7.3
58009515	58010569	11	EIF4A2P3
44164652	44164928	19	RN7SL368P
23530092	23530983	7	RPS2P32
19095247	19099422	8	RP11-618M23.1
130057081	130060895	4	ZSWIM5P3
137150022	137225025	5	RP11-381K20.2
49899063	49899345	5	RP11-269M20.2
150299052	150299552	6	BTF3P10
77168915	77171600	10	RP11-399K21.14
179165608	179165714	1	SNORA67
70189395	70315978	2	PCBP1-AS1
44167328	44167426	19	AC006953.1
90048800	90098453	1	RP5-1007M22.2
179170622	179170762	1	SNORA67
49928958	49929436	5	RP11-269M20.1
44298461	44299810	19	AC115522.3
179170840	179171061	1	EIF4A1P11
6030148	6030954	5	CTC-471C19.2
139414020	139414078	9	MIR4673
44395956	44405957	19	RP11-15A1.3
24347904	24349416	22	MTND1P13
23531411	23531512	7	Y_RNA
47183754	47184027	2	RP11-15I20.1
44240931	44346694	6	RP11-444E17.6
47901365	47920543	18	SKA1
235704712	235705006	1	RP11-293G6__B.4
65989514	65989615	3	Y_RNA
137316150	137316247	5	AC106753.1
23602078	23603880	7	AC006026.9
47262418	47267663	2	AC093732.1
8861264	8862816	2	RP11-434B12.1
8314246	10612723	9	PTPRD
179190073	179191260	1	RP11-345I18.4
58059298	58060237	11	OR10Q2P
65994445	65994875	3	AC106827.1
73075176	73090540	15	ADPGK-AS1
39771748	39773240	8	RP11-44K6.2
44406153	44430697	19	RP11-15A1.2
137368463	137372955	5	RP11-325L7.1
85676115	85676343	6	RP3-435K13.1
24348440	24348799	22	EIF4EBP1P2
150319155	150326293	6	RAET1K
107920181	107920287	X	Y_RNA
66343538	66343644	3	RNU6-787P
49958693	49959100	5	RP11-269M20.3
23624681	23625974	7	AC006026.10
39775595	39778409	8	RP11-44K6.4
58085109	58085847	11	OR5BC1P
144491442	144491605	1	RNVU1-5
6112224	6112313	5	AC026797.1
235705059	235705397	1	MTND3P8
107963179	107968174	X	RP6-24A23.7
66374279	66374574	3	RN7SL482P
85865385	85877467	6	RP3-455E7.1
72091859	72163653	X	DMRTC1
130098541	130100249	4	RP11-378N18.1
144534038	144534199	1	RNU1-59P
47294961	47298343	2	AC073283.7
24350068	24352081	22	AP000351.8
6289970	6290737	5	HMGB3P3
139437333	139438287	9	RP11-413M3.4
73191740	73192601	15	NPM1P42
44501048	44506988	19	RP11-15A1.7
66673184	66673526	3	RP11-814M22.2
36035414	36043330	1	RP4-728D4.2
19103860	19106750	8	RP11-618M23.2
39855388	39856018	8	RP11-44K6.5
23658952	23662445	7	FCF1P1
66687573	66687836	3	RPL21P41
50154594	50155854	5	RP11-317O24.1
204159469	204165614	1	KISS1
77190329	77191346	10	RP11-399K21.10
179224868	179225216	1	COX5BP8
58111210	58112137	11	OR5B19P
67346724	67356783	3	RP11-85I21.1
235705459	235705690	1	RP11-293G6__B.2
85967046	85967412	6	RP1-161C16.1
107979241	107982133	X	RP6-24A23.3
77292715	77336645	14	C14orf166B
77312216	77312311	10	MIR606
130220330	130226177	4	RP11-419L4.1
44527756	44529414	19	AC067968.3
26839389	26879803	22	HPS4
58116462	58117103	11	OR5B10P
77402234	77402857	10	RP11-310J24.3
139440625	139440711	9	MIR4674
47419544	47572213	2	AC073283.4
130645326	130692636	4	RP11-519M16.1
153308497	153323820	6	MTRF1L
44589366	44589456	19	RNU6-902P
179240251	179240401	1	RP11-345I18.6
90095284	90141945	1	RP11-413E1.4
73435577	73435859	15	FKBP1AP2
235729061	235730237	1	RP11-293G6__B.8
23695301	23695480	7	AC006026.12
77502498	77503513	10	RP11-367B6.2
36171626	36171875	1	RN7SL281P
85995794	86000567	6	RP11-30P6.1
44596257	44596551	19	RN7SL53P
67564364	67564744	3	NDUFB4P1
179333448	179333743	1	RN7SL374P
75471920	75518244	7	RHBDD2
134386524	134387531	X	RP13-210D15.4
139440664	139444345	9	RP11-611D20.2
102516758	102519298	15	DDX11L9
30308697	30308831	HSCHR6_MHC_QBL	HLA-N
55861658	55861951	14	RP11-454L9.2
58121477	58121972	11	AP000435.3
24366750	24370882	22	AP000351.9
19111751	19114844	8	RP11-618M23.4
36204990	36209177	1	RP11-435D7.3
23708896	23708973	7	AC006026.1
179416713	179417575	1	MEF2AP1
44598503	44603864	19	AC084219.3
90126771	90126912	1	RP11-413E1.2
19536083	19546445	8	RP11-1105O14.1
23719814	23720405	7	AC006026.13
150353905	150354702	6	RAET1M
30313513	30313600	HSCHR6_MHC_QBL	AL773535.4
55880274	55880777	14	RPL21P6
179416737	179426450	1	HNRNPA1P54
108069994	108070099	X	RNU6-309P
9119024	9119128	2	snoU13
235777974	235779697	1	RP11-365D9.1
36338871	36339353	1	RP4-789D17.4
58133309	58134236	11	OR5B1P
44609616	44617298	19	AC084219.4
73454120	73455269	15	NPM1P43
74685456	74688018	2	WBP1
23760930	23761401	7	PCMTD1P3
3206737	3207484	16	RP11-473M20.16
19936816	19975953	8	AC100802.3
39961688	39965454	8	RP11-359E19.1
30316559	30317192	HSCHR6_MHC_QBL	HCG19P
179512336	179518057	1	RP11-545A16.1
67705121	67998137	3	RP11-81N13.1
9158422	9159028	2	HMGB1P25
124913793	124924886	10	BUB3
90233771	90233877	1	snoU13
153237778	153248646	X	TMEM187
108297361	108297792	X	CTD-2328D6.1
55965996	56046828	14	KTN1-AS1
44246480	44265458	6	TCTE1
90254473	90256051	1	RP5-943J3.1
39972170	39984987	8	RP11-359E19.2
179545403	179545484	1	RNU5F-2P
3231233	3234018	16	AJ003147.8
36395321	36395716	1	RP4-789D17.5
108585042	108585926	X	RP1-31B8.1
148593440	148873186	6	SASH1
150361683	150363169	6	RP11-472G23.10
24373117	24374043	22	AP000351.10
204167288	204183220	1	GOLT1A
44794234	44795064	19	CTC-512J12.7
30320389	30321557	HSCHR6_MHC_QBL	UBQLN1P1
179555840	179558310	1	RP11-545A16.3
134530354	134531689	X	RP11-265D19.6
90285733	90286427	1	RP5-943J3.2
58155056	58155959	11	OR5B15P
3238212	3274779	16	AJ003147.9
50199442	50199577	5	RP11-317O24.3
36457710	36479231	1	RP4-665N4.8
150363682	150364489	6	PHBP1
32556679	32667726	10	EPC1
144593363	144621656	1	RP11-640M9.2
50225318	50230355	5	RP11-317O24.2
30255174	30294927	6	HCG18
90405160	90405706	1	RP11-302M6.5
24375562	24376211	22	KB-226F1.1
44801257	44801508	19	NDUFA3P1
30321757	30321880	HSCHR6_MHC_QBL	AL773535.2
58265361	58273231	11	RP11-655C2.3
40018977	40030131	8	RP11-470M17.2
28943260	28950667	16	CD19
3265562	3266546	16	OR1F2P
90453272	90453503	1	RN7SKP272
6310554	6339997	5	CTD-2324F15.2
44896603	44952640	19	CTC-512J12.4
73547675	73548450	15	RP11-272D12.2
143268819	143271478	7	CTAGE15
30325459	30325567	HSCHR6_MHC_QBL	AL773535.1
19970854	19971183	8	RPL30P9
63606400	63678491	11	MARK2
50261521	50262842	5	CTD-2089N3.1
67878596	67878697	3	AC113171.1
139496967	139497062	9	U3
150485720	150485822	6	snoU13
90459152	90459880	1	GEMIN8P4
155250491	155255375	X	WASH6P
24385938	24401899	22	GSTTP2
30339804	30339888	HSCHR6_MHC_QBL	AL773535.5
36545667	36547923	1	RP4-665N4.4
20087290	20087388	8	RNU6-892P
150647759	150647899	6	RNU4-7P
73627601	73634728	15	RP11-272D12.1
143271839	143271941	7	RNU6-162P
50265051	50266001	5	CTD-2089N3.2
85997507	85998725	6	KRT18P64
179559507	179560440	1	RP11-545A16.4
150705443	150706256	6	SSR1P1
30349771	30349858	HSCHR6_MHC_QBL	AL773535.3
20133284	20147969	8	LZTS1-AS1
143276000	143276165	7	AC073264.6
235901305	235902289	1	LDHAP2
90719014	90719117	1	RNU6-695P
179679385	179679481	1	AL359853.1
44971858	44977444	19	ZNF285B
134555868	134561999	X	LINC00086
86096937	86099904	6	RP11-30P6.6
30350286	30350373	HSCHR6_MHC_QBL	AL844203.1
90976467	90999029	1	RP5-827O9.1
12194551	12200851	3	TIMP4
32845119	32867240	HSCHR6_MHC_QBL	HLA-DMA
179699352	179711832	1	RP11-12M5.1
150825947	150831436	6	RP11-291C6.1
139543062	139554873	9	RP11-251M1.1
73775537	73776284	15	MRPS15P1
216809213	216898819	2	MREG
68405989	68483369	2	PPP3R1
129999746	130031421	2	AC079586.1
27548716	27579868	2	GTF3C2
86136375	86136843	6	DUTP5
30371999	30376604	HSCHR6_MHC_QBL	MICC
3357573	3358393	16	LA16c-360H6.3
74060555	74061978	15	RP11-8P11.3
108811707	108813518	X	RP1-136J15.5
134562093	134562210	X	RNA5SP515
47452933	47466364	2	AC106869.2
140103843	140126050	7	RAB19
61472467	61493115	20	TCFL5
24402751	24404704	22	AP000351.13
236002783	236003482	1	LYST-AS1
36657516	36657769	1	RN7SL131P
3358609	3358816	16	LA16c-360H6.2
91123307	91123520	1	U3
27052915	27070473	17	NEK8
171706206	171706319	5	AC008671.1
36707499	36707757	1	UBE2V2P4
12039605	12051642	8	FAM86B1
74163291	74165707	15	RP11-24D15.1
236016300	236016360	1	MIR1537
24497652	24499317	22	KB-318B8.7
40156260	40200921	8	CTA-392C11.1
171866667	171866758	5	AC011407.1
3373192	3373925	16	RP11-433P17.1
179785319	179787326	1	RP11-12M5.3
34876238	34915797	21	GART
91248543	91317207	1	RP4-665J23.1
150921970	150926986	6	RP11-136K14.1
130184995	130185098	2	snoU13
236026688	236026737	1	RNU5E-2P
20207721	20230280	8	RP11-563N12.2
36868322	36868460	1	RNU4-27P
44978645	44979403	19	AC069278.4
50265494	50266021	5	CTD-2089N3.3
171984395	171986017	5	CTB-54I1.1
236078715	236078821	1	RNU6-968P
24644042	24645434	22	AP000354.4
40547483	40560227	3	ZNF620
36884051	36884179	1	SNORA63
150945813	150947222	6	RP11-136K14.2
236105853	236107105	1	RP5-940F7.2
47558199	47571656	2	BCYRN1
37095936	37096458	1	FTLP18
9221524	9221856	2	RPL30P3
171847333	172087824	2	TLK1
74183750	74183828	15	AC108137.1
130253870	130254361	2	AC019050.1
108880063	108880292	X	RP1-136J15.1
179798744	179805259	1	RP11-12M5.4
87480486	87526586	8	RMDN1
50351187	50351293	5	RNU6-480P
236121179	236135125	1	RP4-580N22.2
149909705	149982625	1	OTUD7B
22348403	22348563	12	RNU1-149P
9243569	9245243	2	RP11-734K21.2
27131840	27263085	13	WASF3
150971908	150973161	6	RP11-136K14.3
37238741	37241369	1	RP4-614N24.1
50357303	50357391	5	AC091866.1
77583444	77583536	10	AL731568.1
22548022	22551009	12	RP11-73M14.1
236223977	236224072	1	Y_RNA
172083525	172083716	5	CTB-79E8.3
37627164	37627235	1	MIR4255
107048672	107049341	14	IGHV3-53
47586644	47586916	2	RN7SKP119
96176304	96180533	14	TCL1A
151148799	151149520	6	PDCL3P5
179850742	179851730	1	RP11-533E19.7
22613453	22616848	12	RP11-359J14.2
108987872	108987978	X	Y_RNA
37669211	37669317	1	RNU6-636P
50463375	50463481	5	RNU6-1296P
236273361	236275670	1	RP4-764D2.1
30414329	30414452	HSCHR6_MHC_QBL	AL844213.4
20408712	20408916	8	RP11-404E12.1
86137171	86137684	6	TPT1P6
130626766	130635126	2	AC079776.1
37728340	37790701	1	RP5-1180C18.1
47604814	47604909	2	MIR559
134566885	134572559	X	CROCCP1
22726359	22728039	12	RP11-359J14.3
109096541	109097148	X	RPS5P7
179869397	179869697	1	RN7SL230P
50571087	50571568	5	CTD-2312P21.1
151256104	151256702	6	RP1-99E18.2
30423833	30425362	HSCHR6_MHC_QBL	TMPOP1
172089168	172089266	5	MIR5003
107078373	107078869	14	IGHV1-58
179895776	179910931	1	RP11-533E19.2
139565054	139565138	9	MIR126
37730278	37730387	1	RNA5SP43
74200424	74220589	15	LOXL1-AS1
6533004	6533313	5	CTD-2195M18.2
47713153	47715691	2	AC138655.6
139588588	139588714	9	AL590226.1
20472340	20472437	8	U3
179922319	179923575	1	RP11-533E19.5
151260358	151260464	6	RNU6-302P
37796453	37796597	1	RPS29P6
131746328	131811736	5	C5orf56
130680435	130691890	2	AC079776.2
156391024	156424559	3	TIPARP
9246722	9249994	2	RP11-734K21.5
134598254	134599409	X	RP11-265D19.7
22749162	22749485	12	RP11-268P4.2
20513202	20557645	8	RP11-108E14.1
151361052	151361107	6	AL133260.1
91317316	91319843	1	RP4-665J23.2
179937821	179938641	1	RP11-533E19.3
133706870	133727683	5	UBE2B
22754359	22771801	12	RP11-268P4.5
151376033	151377193	6	RP1-292B18.3
236431080	236431258	1	RNU2-70P
134654008	134654599	X	DDX26B-AS1
204187979	204346793	1	PLEKHA6
68194154	68194780	3	COPS8P2
29179477	29284239	2	FAM179A
91326107	91328477	1	RP4-665J23.4
43829068	43833696	1	ELOVL1
50617817	50617919	5	snoU13
236449276	236450260	1	RP11-478H16.1
22762162	22777949	12	RP11-268P4.4
107081806	107083830	14	IGHV4-59
56010119	56010887	14	RPL7AP4
109298557	109298654	X	MIR652
86340080	86340995	6	RP1-3J17.3
151409239	151549582	6	RP1-292B18.4
91358549	91359169	1	PHKA1P1
40227547	40259367	8	CTA-392C11.2
37920480	37940012	1	LINC01137
30426181	30427550	HSCHR6_MHC_QBL	SUCLA2P1
86369610	86370324	6	PKMP3
68241548	68241730	3	RP11-1008M1.1
179969573	179969943	1	RP11-52I18.1
45005729	45033811	19	CEACAM20
109325346	109325446	X	MIR3978
56013392	56014841	14	RP11-132J14.3
17842822	18023499	4	LCORL
50668570	50679166	5	CTD-2314G24.2
31745551	31818230	HSCHR6_MHC_SSTO	BX248133.1
134702492	134702591	X	AL391380.1
23481256	23483181	10	PTF1A
91489476	91490361	1	RPL5P6
68682857	68683507	3	RP11-436J20.1
139615818	139622636	9	SNHG7
20791946	20792348	8	TMEM97P2
151420665	151421069	6	RP1-292B18.1
40377084	40377677	8	RP11-301G7.1
155525286	155534119	4	FGG
68684067	68684160	3	AC096922.1
236464280	236464351	1	snoU13
172117457	172124723	5	CTB-79E8.2
37966536	37966595	1	MIR5581
180086275	180093025	1	RP11-502H18.2
56118252	56118352	14	Y_RNA
68684856	68686175	3	PSMC1P1
236646465	236647768	1	ENO1P1
134717576	134719085	X	RP11-432N13.2
91727182	91727281	1	Y_RNA
151517816	151518773	6	RP1-297M16.2
109468213	109468291	X	SNORD96B
30443238	30443888	HSCHR6_MHC_QBL	RANP1
172185229	172189559	5	RP11-779O18.1
6582249	6588612	5	LINC01018
38010364	38010895	1	FTH1P1
91793926	91795070	1	FEN1P1
109548648	109550449	X	AMMECR1-IT1
68932118	68932242	3	RNA5SP135
22852793	23327057	12	RP11-114G22.1
151522476	151522579	6	RNU6-300P
172189524	172190261	5	RP11-779O18.2
151546685	151547082	6	RP11-613F7.1
236686369	236687808	1	LGALS8-AS1
20798939	20807686	8	RP11-369E15.1
30445600	30445684	HSCHR6_MHC_QBL	AL844213.5
180238788	180245359	1	RP5-1180C10.2
107095126	107095662	14	IGHV4-61
24647796	24661493	22	POM121L9P
69063092	69105773	3	CTD-2013N24.2
30446021	30446144	HSCHR6_MHC_QBL	AL844213.9
109763540	109766249	X	TDGF1P3
236699473	236700004	1	RP11-385F5.5
6223131	6224483	11	RP11-290F24.6
151601650	151601747	6	RNU6-1247P
30449135	30449219	HSCHR6_MHC_QBL	AL844213.3
40757535	40759373	8	RP11-465K16.1
47754676	47762338	2	AC138655.4
130680750	130704276	2	AC079776.3
151619976	151620068	6	RNY4P20
236703394	236713580	1	RP11-385F5.4
30455663	30456253	HSCHR6_MHC_QBL	AL844213.6
40890411	40890517	8	RNU6-356P
151640770	151641085	6	RN7SKP268
38021843	38022108	1	RP3-423B22.5
107113741	107114274	14	IGHV3-64
20810156	20831388	8	RP11-369E15.3
236982934	236983818	1	RP11-182B22.2
151668162	151668247	6	snoU13
41128567	41128662	8	MIR548AO
47917855	47918385	2	AC079250.1
30461218	30461339	HSCHR6_MHC_QBL	AL844213.11
6318419	6319836	11	RP11-304C12.4
151699135	151699234	6	Y_RNA
86370710	86388451	6	SNHG5
180403935	180405071	1	VDAC1P4
172189983	172204777	5	RP11-779O18.3
31817326	31822599	HSCHR6_MHC_SSTO	NEU1
20810638	20826415	8	RP11-369E15.4
92000223	92001150	1	RP11-47K11.2
151732394	151735080	6	HSPA8P15
134732852	134749356	X	RP11-432N13.3
30468711	30468795	HSCHR6_MHC_QBL	AL844213.8
56032696	56053579	12	RP11-644F5.16
23492745	23528745	10	C10orf115
130697421	130697790	2	AC079776.4
6384029	6386497	11	RP11-304C12.3
47932607	47933118	2	AC006509.4
30469811	30469898	HSCHR6_MHC_QBL	AL844213.7
38203627	38203726	1	Y_RNA
151936908	151937014	6	RNU6-813P
146015150	146017972	8	RPL8
56039979	56040447	12	OR10AE3P
92065728	92065878	1	RP11-91I11.1
172206985	172207097	5	Y_RNA
237144637	237145008	1	RPL35P1
107131033	107131560	14	IGHV3-66
38215874	38215974	1	snoU13
30473552	30476506	HSCHR6_MHC_QBL	XXbac-BPG249D20.9
56048342	56048952	12	RP11-644F5.15
152134411	152135314	6	RP3-443C4.2
48086448	48258194	18	MAPK4
172212265	172212427	5	RP11-779O18.4
109880069	109880900	X	RP11-441A11.1
41128950	41129085	8	RPS29P2
180407449	180407525	1	MIR3121
38242342	38245090	1	ACTN4P2
68511303	68547183	2	CNRIP1
92100568	92109639	1	HSP90B3P
152701681	152702699	6	SYNE1-AS1
95651454	95652191	14	CTD-2240H23.2
30487773	30488859	HSCHR6_MHC_QBL	AL844213.2
130724165	130738039	2	RAB6C-AS1
18668572	18680197	19	KXD1
180488152	180488255	1	Y_RNA
6509416	6510607	11	CTD-2010I16.1
7590432	7612200	6	SNRNP48
74355121	74356126	15	DNM1P33
180514968	180515067	1	AL358354.1
89597016	89598718	11	RP11-81M19.3
41132634	41134522	8	CTD-3080F16.3
24655897	24659732	22	BCRP1
152723533	152726101	6	RP3-398G3.5
95665376	95665682	14	RP11-725G5.3
6624872	6625650	11	RP11-732A19.8
180528112	180535654	1	OVAAL
30490178	30490302	HSCHR6_MHC_QBL	AL844213.1
110412449	110412631	X	FCF1P4
107169931	107170428	14	IGHV1-69
41155682	41155784	8	RNU6-895P
74364764	74365039	15	RN7SL429P
152731410	152731529	6	RNA5SP223
65647280	65651212	11	CTSW
6629897	6631366	11	RP11-732A19.2
50705451	50706039	5	HMGB1P47
237284107	237284409	1	RN7SKP195
41284174	41284246	8	SNORD65
20811523	20826415	8	RP11-369E15.2
152867068	152868109	6	RP11-133I21.2
30495959	30496179	HSCHR6_MHC_QBL	BX000357.1
65486863	65494445	8	RP11-21C4.1
237634419	237634491	1	MIR4428
74387926	74390758	15	RP11-247C2.1
92295333	92295631	1	RN7SL653P
616565	626078	11	CDHR5
180727858	180727953	1	U6
134807306	134819866	X	RP11-432N13.4
50723830	50724261	5	CTD-2335O3.2
144612266	144612683	1	PFN1P2
110473117	110474289	X	GLUD1P9
153026870	153027263	6	HSPD1P16
237718340	237718471	1	SNORA25
6640021	6640995	11	RP11-732A19.9
23556124	23633774	10	C10orf67
92404826	92405131	1	RN7SL235P
180797031	180797128	1	AL590085.1
89617095	89619381	11	RP11-313I2.8
30506291	30506412	HSCHR6_MHC_QBL	BX000357.2
92531863	92533396	1	LPCAT2BP
47958541	47959174	2	AC006509.7
238025475	238091621	1	RP11-193H5.1
107178820	107179338	14	IGHV2-70
6642682	6643553	11	RP11-732A19.5
139674391	139674670	9	ATP6V1G1P3
180875787	180878302	1	RP11-46A10.2
20831308	20852630	8	RP11-421P23.1
95795921	95801841	14	RP11-725G5.2
30541620	30541705	HSCHR6_MHC_QBL	hsa-mir-877
153115631	153153048	6	RP1-200K18.1
172243624	172246961	5	RP11-536N17.1
144676874	144679969	1	WI2-1896O14.1
27329341	27334922	13	GPR12
77887009	77887069	10	AC012047.1
6651834	6656439	11	RP11-732A19.6
30573516	30573592	HSCHR6_MHC_QBL	BX248507.1
89620534	89623159	11	AP000648.3
40566369	40616176	3	ZNF621
78001782	78002071	10	RN7SL518P
95873606	95876427	14	LINC00341
41292817	41297938	8	RP11-15G16.1
78020558	78020661	10	RNU6-673P
50746992	50757923	5	CTD-2335O3.3
